url,web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,nom,Nb Personnes,localite,n_offre,date_debut-jour,Nb semaines,cle_station,nom_station 
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,335,288,MOBILHOME 6 personnes - CONFORT+,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,349,300,MOBILHOME 6 personnes - CONFORT,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,390,335,MOBILHOME 6 personnes - CONFORT+ PREMIUM 31 m²,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,467,401,MOBILHOME 6 personnes - CONFORT+ PREMIUM 3 +CLIM,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,473,407,MOBILHOME 6 personnes - PREMIUM D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,473,407,MOBILHOME 6 personnes - PREMIUM S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,550,473,MOBILHOME 6 personnes - PREMIUM D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,550,473,MOBILHOME 6 personnes - PREMIUM S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 5 personnes - Chalet 30 m2,Domaine De Montrose,5 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 8 personnes - Chalet 30 m2 + mezzanine,Domaine De Montrose,8 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 6 personnes - Chalet 25 m2,Domaine De Montrose,6 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,330,330,MOBILHOME 6 personnes - Mobil home 29 m2,Domaine De Montrose,6 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,375,375,CHALET 7 personnes - CHALET 35 m2,Domaine De Montrose,7 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Océane,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Florès,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Maldives,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Grand Large,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,364,364,MOBILHOME 6 personnes - Grand Large pour 4/6 personnes (2 chambres),Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,374,374,MOBILHOME 4 personnes - Blueberry 2 chambres 32m²,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,392,392,MOBILHOME 6 personnes - Blueberry pour 4/6 personnes (2 chambres),Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,418,418,MOBILHOME 6 personnes - Charleston pour 4/6 personnes (2 chambres),Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,418,418,MOBILHOME 6 personnes - Manado,Camping Résidentiel La Pinède,6 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,434,434,MOBILHOME 6 personnes - Blueberry 3,Camping Résidentiel La Pinède,6 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,233,233,MOBILHOME 4 personnes - 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,256,256,MOBILHOME 4 personnes - Cottage 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,256,256,MOBILHOME 6 personnes - 4/6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,295,295,CHALET 6 personnes - PMR 4/6P,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,295,295,MOBILHOME 6 personnes - Cottage  4/6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,339,339,MOBILHOME 8 personnes - Cottage 6/8 PERS,Camping Le Mas Du Padre,8 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,339,339,MOBILHOME 4 personnes - Charmette 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,235,235,BUNGALOW TOILÉ 4 personnes - Tithome (sans sanitaires),Camping L'oliveraie,4 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,245,245,TENTE TOILE ET BOIS 4 personnes - Ecolodge (sans sanitaires),Camping L'oliveraie,4 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,405,405,MOBILHOME 6 personnes - Sunroller,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,470,470,MOBILHOME 6 personnes - O Hara,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - IRM LoggiaBay,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - IRM Loggia Compact,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - O Hara + clim - Ophara,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,535,535,MOBILHOME 5 personnes - O Hara,Camping L'oliveraie,5 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,555,555,MOBILHOME 6 personnes - Rapidhome,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-loliveraie-80246#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,555,555,MOBILHOME 8 personnes - IRM Loggia,Camping L'oliveraie,8 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
https://www.campings.com/fr/camping/camping-domaine-de-gatinie-80282#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,350,350,MOBILHOME 4 personnes - Economique,Camping Domaine de Gatinié,4 Adultes, 34600 LES AIRES,,,44,camping-domaine-de-gatinie-80282,
https://www.campings.com/fr/camping/camping-domaine-de-gatinie-80282#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,370,370,MOBILHOME 4 personnes - Confort,Camping Domaine de Gatinié,4 Adultes, 34600 LES AIRES,,,44,camping-domaine-de-gatinie-80282,
https://www.campings.com/fr/camping/camping-domaine-de-gatinie-80282#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - Confort +,Camping Domaine de Gatinié,5 Adultes, 34600 LES AIRES,,,44,camping-domaine-de-gatinie-80282,
https://www.campings.com/fr/camping/camping-domino-77940#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,250,250,MOBILHOME 4 personnes - 3M,Camping Domino,4 Adultes, 34440 NISSAN LEZ ENSERUNE,,,44,camping-domino-77940,
https://www.campings.com/fr/camping/camping-domino-77940#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,310,310,MOBILHOME 4 personnes - 4M,Camping Domino,4 Adultes, 34440 NISSAN LEZ ENSERUNE,,,44,camping-domino-77940,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,335,288,MOBILHOME 6 personnes - CONFORT+,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,349,300,MOBILHOME 6 personnes - CONFORT,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,390,335,MOBILHOME 6 personnes - CONFORT+ PREMIUM 31 m²,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-domaine-de-sainte-veziane-76891#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,467,401,MOBILHOME 6 personnes - CONFORT+ PREMIUM 3 +CLIM,Camping Domaine de Sainte Véziane,6 Adultes, 34550 BESSAN,,,44,camping-domaine-de-sainte-veziane-76891,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,473,407,MOBILHOME 6 personnes - PREMIUM D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,473,407,MOBILHOME 6 personnes - PREMIUM S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,550,473,MOBILHOME 6 personnes - PREMIUM D,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/camping-le-mas-des-lavandes-76672#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,550,473,MOBILHOME 6 personnes - PREMIUM S,Camping Le Mas des Lavandes,6 Adultes, 34410 SERIGNAN,,,44,camping-le-mas-des-lavandes-76672,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 5 personnes - Chalet 30 m2,Domaine De Montrose,5 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 8 personnes - Chalet 30 m2 + mezzanine,Domaine De Montrose,8 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 6 personnes - Chalet 25 m2,Domaine De Montrose,6 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,330,330,MOBILHOME 6 personnes - Mobil home 29 m2,Domaine De Montrose,6 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/domaine-de-montrose-80142#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,375,375,CHALET 7 personnes - CHALET 35 m2,Domaine De Montrose,7 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Océane,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Florès,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Maldives,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,346,346,MOBILHOME 4 personnes - Grand Large,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,364,364,MOBILHOME 6 personnes - Grand Large pour 4/6 personnes (2 chambres),Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,374,374,MOBILHOME 4 personnes - Blueberry 2 chambres 32m²,Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,392,392,MOBILHOME 6 personnes - Blueberry pour 4/6 personnes (2 chambres),Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,418,418,MOBILHOME 6 personnes - Charleston pour 4/6 personnes (2 chambres),Camping Résidentiel La Pinède,4 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,418,418,MOBILHOME 6 personnes - Manado,Camping Résidentiel La Pinède,6 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-residentiel-la-pinede-77040#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,434,434,MOBILHOME 6 personnes - Blueberry 3,Camping Résidentiel La Pinède,6 Adultes, 34120 CASTELNAU DE GUERS,,,44,camping-residentiel-la-pinede-77040,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,233,233,MOBILHOME 4 personnes - 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,256,256,MOBILHOME 4 personnes - Cottage 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,256,256,MOBILHOME 6 personnes - 4/6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
https://www.campings.com/fr/camping/camping-le-mas-du-padre-76826#?checkInDate=2023-11-04&night=7,,27/03/2023,04/11/2023,11/11/2023,295,295,CHALET 6 personnes - PMR 4/6P,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
